text,cleaned_text,rating,sentiment_label,tokens_word,tokens_subword
Giao thiếu hàng cho mình. Mình đánh giá 2 sao duy nhất 1 sản phẩm đó. Vậy mà chặn luôn mình. Cũng xin cảm ơn vì bạn đã chặn để mình tìm được nơi khác bán rẻ hơn. :D,giao thiếu hàng cho mình . mình đánh_giá 2 sao duy_nhất 1 sản_phẩm đó . vậy mà chặn luôn mình . cũng xin cảm_ơn vì bạn đã chặn để mình tìm được nơi khác bán rẻ hơn . d,1,tiêu cực,giao thiếu hàng cho mình . mình đánh_giá 2 sao duy_nhất 1 sản_phẩm đó . vậy mà chặn luôn mình . cũng xin cảm_ơn vì bạn đã chặn để mình tìm được nơi khác bán rẻ hơn . d,giao thiếu hàng cho mình . mình đánh_giá 2 sao duy_nhất 1 sản_phẩm đó . vậy mà chặn luôn mình . cũng xin cảm_ơn vì bạn đã chặn để mình tìm được nơi khác bán rẻ hơn . d
"Đúng với mô tả:Không Chất liệu:Không Màu sắc:Không Ghi là kho bán buôn mà bán mấy que làm bông tai, 2 cái chốt đầu dây!? Mụ nội bay chớ tao mua về để làm hàng nữ trang mới vô kho bán buôn để mua! Mỗi lần mua là bịch mấy trăm cái chứ mua 2 cái chốt tế mụ nội bay à. Lẽ ra tao trả hàng nhưng trả hàng chửi không được!","đúng với mô_tả không chất_lượng liệu không màu_sắc không ghi là kho bán_buôn mà bán mấy que làm bông tai , 2 cái chốt đầu dây ! ?_mụ nội_bay chớ tao mua về để làm hàng nữ_trang mới vô_kho bán_buôn để mua ! mỗi lần mua là bịch mấy trăm cái chứ mua 2 cái chốt tế_mụ nội_bay à . lẽ_ra tao trả hàng nhưng trả hàng chửi không được !",1,tiêu cực,"đúng với mô_tả không chất_lượng_liệu không màu_sắc không ghi là kho bán_buôn mà bán mấy que làm bông tai , 2 cái chốt đầu dây ! ?__mụ nội_bay chớ tao mua về để làm hàng nữ_trang mới vô_kho bán_buôn để mua ! mỗi lần mua là bịch mấy trăm cái chứ mua 2 cái chốt tế_mụ nội_bay à . lẽ_ra tao trả hàng nhưng trả hàng chửi không được !","đúng với mô_tả không chất_lượng liệu không màu_sắc không ghi là kho bán_buôn mà bán mấy que làm bông tai , 2 cái chốt đầu dây ! ?@@ _m@@ ụ nội_@@ bay chớ tao mua về để làm hàng nữ_trang mới vô_@@ kho bán_buôn để mua ! mỗi lần mua là bịch mấy trăm cái chứ mua 2 cái chốt t@@ ế_@@ mụ nội_@@ bay à . lẽ_ra tao trả hàng nhưng trả hàng chửi không được !"
Đúng với mô tả:sai Giao hàng rất tào lao. Đặt 2 món sai cả 2. Hoàn toàn ko giống luôn.,đúng với mô_tả sai giao hàng rất tào_lao . đặt 2 món sai cả 2 . hoàn_toàn không giống luôn .,1,tiêu cực,đúng với mô_tả sai giao hàng rất tào_lao . đặt 2 món sai cả 2 . hoàn_toàn không giống luôn .,đúng với mô_tả sai giao hàng rất tào_@@ lao . đặt 2 món sai cả 2 . hoàn_toàn không giống luôn .
Đeo mấy bữa đen thui KHÔNG PHẢI BẠC Quá Thất vọng,đeo mấy bữa đen_thui không phải bạc quá thất_vọng,1,tiêu cực,đeo mấy bữa đen_thui không phải bạc quá thất_vọng,đeo mấy bữa đe@@ n_thu@@ i không phải bạc quá thất_vọng
Mua một đinh gửi 4 cái đinh :) còn bi thì không thấy,mua một đinh gửi 4 cái đinh còn bi thì không thấy,1,tiêu cực,mua một đinh gửi 4 cái đinh còn bi thì không thấy,mua một đinh gửi 4 cái đinh còn bi thì không thấy
"Shop rất thái độ, chăm sóc khách hàng cực kì tệ, coi thường khách hàng🙂 Ko thèm trả lời tin nhắn khách mãi chê cái shop này nhé","shop rất thái_độ , chăm_sóc khách_hàng cực kì_tệ , coi_thường khách_hàng không thèm trả_lời tin nhắn_khách mãi chê cái shop này nhé",1,tiêu cực,"shop rất thái_độ , chăm_sóc khách_hàng cực kì_tệ , coi_thường_khách_hàng không thèm trả_lời tin nhắn_khách mãi chê cái shop này nhé","shop rất thái_độ , chăm_sóc khách_hàng cực kì@@ _t@@ ệ , coi_thường khách_hàng không thèm trả_lời tin nhắn_@@ khách mãi chê cái shop này nhé"
"Shop giao hàng lâu và đặc biệt là giao thiếu hàng của mình . Phần dây làm vòng giao thiếu chiếc móc . Mình có nhắn tin hỏi shop cách giải quyết , shop onl nhưng không rep","shop giao hàng lâu và đặc_biệt là giao thiếu hàng của mình . phần dây làm vòng giao thiếu chiếc móc . mình có nhắn_tin hỏi shop cách giải_quyết , shop_onl nhưng không phản_hồi",1,tiêu cực,"shop giao hàng lâu và đặc_biệt là giao thiếu hàng của mình . phần dây làm vòng giao thiếu chiếc móc . mình có nhắn_tin hỏi shop cách giải_quyết , shop_onl nhưng không phản_hồi","shop giao hàng lâu và đặc_biệt là giao thiếu hàng của mình . phần dây làm vòng giao thiếu chiếc móc . mình có nhắn_tin hỏi shop cách giải_quyết , sho@@ p_@@ on@@ l nhưng không phản_hồi"
Đúng với mô tả:đúng với mô tả Màu sắc:đúng Chất liệu:tạm ổn Nhưng trong 1 gói chỉ có 1 hạt thậm chí giá cũng rất đắc 1 hạt tận 4k,đúng với mô_tả đúng với mô_tả màu_sắc đúng chất_lượng liệu tạm ổn nhưng trong 1 gói chỉ có 1 hạt thậm_chí giá cũng rất đắc 1 hạt tận 4 k,1,tích cực,đúng với mô_tả đúng với mô_tả màu_sắc đúng chất_lượng_liệu tạm ổn nhưng trong 1 gói chỉ có 1 hạt thậm_chí giá cũng rất đắc 1 hạt tận 4 k,đúng với mô_tả đúng với mô_tả màu_sắc đúng chất_lượng liệu tạm ổn nhưng trong 1 gói chỉ có 1 hạt thậm_chí giá cũng rất đắc 1 hạt tận 4 k
Charm ok như hình . Dây chun quá tệ . Xâu vòng tay buộc nút thôi cũng đứt chun,charm ok như hình . dây chun quá tệ . xâu vòng_tay buộc nút thôi cũng đứt chun,1,tiêu cực,charm ok như hình . dây chun quá tệ . xâu vòng_tay buộc nút thôi cũng đứt chun,char@@ m ok như hình . dây chun quá tệ . xâu vòng_tay buộc nút thôi cũng đứt chun
Đúng với mô tả:hàng không đúng với mình đặt,đúng với mô_tả hàng_không đúng với mình đặt,1,tiêu cực,đúng với mô_tả hàng_không đúng với mình đặt,đúng với mô_tả hàng_không đúng với mình đặt
"Đặt 160 viên bị 2,5mm, giao 90 viên?","đặt 160 viên bị 2,5 mm , giao 90 viên ?",1,tiêu cực,"đặt 160 viên bị 2,5 mm , giao 90 viên ?","đặt 160 viên bị 2,5 mm , giao 90 viên ?"
"Dây mỏng như chỉ ko làm đc cái j, phí tiền","dây mỏng như chỉ không làm được cái j , phí tiền",1,tiêu cực,"dây mỏng như chỉ không làm được cái j , phí tiền","dây mỏng như chỉ không làm được cái j , phí tiền"
Gửi sai số lượng,gửi sai số_lượng,1,tiêu cực,gửi sai số_lượng,gửi sai số_lượng
Màu sắc:bạc Đúng với mô tả:giống hình minh hoạ Chất liệu:không biết Không nên mua hạt này vì dễ vứt đi. Mình chưa thấy được sự nhiệt tình từ shop.,màu_sắc bạc đúng với mô_tả giống hình_minh họa chất_lượng liệu không biết không nên mua hạt này vì dễ vứt đi . mình chưa thấy được sự nhiệt_tình từ shop .,2,tiêu cực,màu_sắc bạc đúng với mô_tả giống hình_minh họa chất_lượng_liệu không biết không nên mua hạt này vì dễ vứt đi . mình chưa thấy được sự nhiệt_tình từ shop .,màu_sắc bạc đúng với mô_tả giống hình_@@ minh họ@@ a chất_lượng liệu không biết không nên mua hạt này vì dễ vứt đi . mình chưa thấy được sự nhiệt_tình từ shop .
"Bi hơi bé, nhìn giống sắt, ko giống bạc Bổ trí, phân công công việc, thay đổi vị trí việc làm hiệu quả - Tổ chức hoạt động giao tiếp hiệu quả - Năng lực và phong cách người lãnh đạo - Cơ hội đào tạo và triển vọng thăng tiến sự nghiệp - Công nhận và khen thưởng sự nỗ lực và cống hiến của nhân viên - Đánh giá công bằng","bi hơi bé , nhìn giống sắt , không giống bạc bổ_trí , phân_công công_việc , thay_đổi vị_trí việc_làm hiệu_quả tổ_chức hoạt_động giao_tiếp hiệu_quả năng_lực và phong_cách người lãnh_đạo cơ_hội đào_tạo và triển_vọng thăng_tiến sự_nghiệp công_nhận và khen_thưởng sự nỗ_lực và cống_hiến của nhân_viên đánh_giá công_bằng",2,tiêu cực,"bi hơi bé , nhìn giống sắt , không giống bạc bổ_trí , phân_công công_việc , thay_đổi vị_trí việc_làm hiệu_quả tổ_chức hoạt_động giao_tiếp hiệu_quả năng_lực và phong_cách người lãnh_đạo cơ_hội đào_tạo và triển_vọng thăng_tiến sự_nghiệp công_nhận và khen_thưởng sự nỗ_lực và cống_hiến của nhân_viên đánh_giá công_bằng","bi hơi bé , nhìn giống sắt , không giống bạc bổ@@ _trí , phân_công công_việc , thay_đổi vị_trí việc_làm hiệu_quả tổ_chức hoạt_động giao_tiếp hiệu_quả năng_lực và phong_cách người lãnh_đạo cơ_hội đào_tạo và triển_vọng thăng_tiến sự_nghiệp công_nhận và khen_thưởng sự nỗ_lực và cống_hiến của nhân_viên đánh_giá công_bằng"
Shop giao hàng rất chậm,shop giao hàng rất chậm,2,tiêu cực,shop giao hàng rất chậm,shop giao hàng rất chậm
Quá bé so với hình ảnh,quá bé so với hình_ảnh,2,tiêu cực,quá bé so với hình_ảnh,quá bé so với hình_ảnh
Giao hàng thiếu,giao hàng thiếu,2,tiêu cực,giao hàng thiếu,giao hàng thiếu
Ốp hoa trắng 925 khác nhau. Còn bi và ốp vàng thì bị bay màu rồi ultrrrrrr🤬🤬🤬,ốp hoa trắng 925 khác nhau . còn bi và ốp vàng thì bị bay màu rồi ultr,3,tiêu cực,ốp hoa trắng 925 khác nhau . còn bi và ốp vàng thì bị bay màu rồi ultr,ốp hoa trắng 925 khác nhau . còn bi và ốp vàng thì bị bay màu rồi ul@@ tr
Màu sắc:bac Chất liệu:k bt Đúng với mô tả:chắc đúng với giá gần 2k cho 1 hạt thì cũng k biết nói sao... nhưng vẫn ok do đặt 1 hạt vẫn ship cho mình :)),màu_sắc bac chất_lượng liệu không biết đúng với mô_tả chắc đúng với giá gần 2 k cho 1 hạt thì cũng không biết nói sao . nhưng vẫn ok do đặt 1 hạt vẫn ship cho mình,3,tích cực,màu_sắc bac chất_lượng_liệu không biết đúng với mô_tả chắc đúng với giá gần 2 k cho 1 hạt thì cũng không biết nói sao . nhưng vẫn ok do đặt 1 hạt vẫn ship cho mình,màu_sắc ba@@ c chất_lượng liệu không biết đúng với mô_tả chắc đúng với giá gần 2 k cho 1 hạt thì cũng không biết nói sao . nhưng vẫn ok do đặt 1 hạt vẫn ship cho mình
"Đúng với mô tả:cũng cũng Màu sắc:bạc Chất liệu:bạc Hơi bé so với tưởng tượng nhưng vẫn ok, shop giao đúng số lượng aa","đúng với mô_tả cũng cũng màu_sắc bạc chất_lượng liệu bạc hơi bé so với tưởng_tượng nhưng vẫn ok , shop giao đúng số_lượng aa",3,tích cực,"đúng với mô_tả cũng cũng màu_sắc bạc chất_lượng_liệu bạc hơi bé so với tưởng_tượng nhưng vẫn ok , shop giao đúng số_lượng aa","đúng với mô_tả cũng cũng màu_sắc bạc chất_lượng liệu bạc hơi bé so với tưởng_tượng nhưng vẫn ok , shop giao đúng số_lượng aa"
"Đúng với mô tả:dep Dungf tốt, đan vòng chắc chắn. Nói chung là sẽ liên hên shop để mua nhiều hơn. Tuy nhiên shop nên có ccachs quấn dây ship đi khác. Chứ về đến nơi rối hết. Shop lấy miếng bìa hoặc giầy cứng rồi cuốn dây quanh là nó không rối rồi.","đúng với mô_tả dep dungf tốt , đan vòng chắc_chắn . nói_chung là sẽ liên_hên shop để mua nhiều hơn . tuy_nhiên shop nên có ccachs quấn dây ship đi khác . chứ về đến_nơi rối_hết . shop lấy miếng bìa hoặc giầy cứng rồi cuốn dây quanh là nó không rối rồi .",3,tích cực,"đúng với mô_tả dep dungf tốt , đan vòng chắc_chắn . nói_chung là sẽ liên_hên_shop để mua nhiều hơn . tuy_nhiên shop nên có ccachs quấn dây ship đi khác . chứ về đến_nơi_rối_hết . shop lấy miếng bìa hoặc giầy cứng rồi cuốn dây quanh là nó không rối rồi .","đúng với mô_tả dep du@@ ng@@ f tốt , đan vòng chắc_chắn . nói_chung là sẽ liên_@@ hên shop để mua nhiều hơn . tuy_nhiên shop nên có c@@ ca@@ chs quấn dây ship đi khác . chứ về đến_nơi rối_@@ hết . shop lấy miếng bìa hoặc giầy cứng rồi cuốn dây quanh là nó không rối rồi ."
"Tớ đặt 1 charm đĩnh vàng, 1 bông mai, 3 con cá nhưng sản phẩm đĩnh vàng to, thô và có chữ nổi chứ không như trong hình quảng cáo thỏi vàng nhìn thanh và trơn không có chữ. Bông hoa mai cũng to, thô, phồng khác hẳn với bông mai trên ảnh quảng cáo. Chỉ có duy nhất charm con cá là còn tương đối giống.","tớ đặt 1 charm đĩnh vàng , 1 bông mai , 3 con cá nhưng sản_phẩm đĩnh vàng to , thô và có chữ_nổi chứ không như trong hình quảng_cáo thỏi vàng nhìn thanh và trơn không có chữ . bông hoa_mai cũng to , thô , phồng khác hẳn với bông mai trên ảnh quảng_cáo . chỉ có duy_nhất charm con cá là còn tương_đối giống .",3,tiêu cực,"tớ đặt 1 charm đĩnh vàng , 1 bông mai , 3 con cá nhưng sản_phẩm đĩnh vàng to , thô và có chữ_nổi chứ không như trong hình_quảng_cáo thỏi vàng nhìn thanh và trơn không có chữ . bông hoa_mai cũng to , thô , phồng khác hẳn với bông mai trên ảnh quảng_cáo . chỉ có duy_nhất charm con cá là còn tương_đối giống .","tớ đặt 1 char@@ m đ@@ ĩnh vàng , 1 bông mai , 3 con cá nhưng sản_phẩm đ@@ ĩnh vàng to , thô và có chữ_nổi chứ không như trong hình quảng_cáo thỏi vàng nhìn thanh và trơn không có chữ . bông hoa_@@ mai cũng to , thô , phồng khác hẳn với bông mai trên ảnh quảng_cáo . chỉ có duy_nhất char@@ m con cá là còn tương_đối giống ."
Đúng với mô tả:hột ảnh bóng đẹp bên ngoài mố bị mẽ Đơn 102k như thế này quá đắt,đúng với mô_tả hột ảnh bóng đẹp bên ngoài mố bị mẽ đơn 102 k như thế_này quá đắt,3,tích cực,đúng với mô_tả hột ảnh bóng đẹp bên ngoài mố bị mẽ đơn 102 k như thế_này quá đắt,đúng với mô_tả hột ảnh bóng đẹp bên ngoài mố bị mẽ đơn 102 k như thế_này quá đắt
The instruments looks dirty. Other items are fine but cost of the wire overpriced. This quality doesn’t cost 70k per 50cm,the instruments looks dirty . other items are fine but cost of_the wire overpriced . this quality doesn t cost 70 k per 50 cm,3,trung lập,the instruments looks dirty . other items are fine but cost of_the wire overpriced . this quality doesn t cost 70 k per 50 cm,the in@@ strum@@ ents lo@@ o@@ ks d@@ ir@@ ty . o@@ ther items are f@@ ine but co@@ st of@@ _th@@ e w@@ ire over@@ pri@@ ced . this qu@@ ality do@@ es@@ n t co@@ st 70 k per 50 cm
Màu sắc:trắng Đúng với mô tả:đúng Chất liệu:không biết Bi siêu nhỏ giao hàng chậm Không ưng lắm,màu_sắc trắng đúng với mô_tả đúng chất_lượng liệu không biết bi_siêu nhỏ giao hàng chậm không ưng lắm,3,tiêu cực,màu_sắc trắng đúng với mô_tả đúng chất_lượng_liệu không biết bi_siêu nhỏ giao hàng chậm không ưng lắm,màu_sắc trắng đúng với mô_tả đúng chất_lượng liệu không biết bi_@@ siêu nhỏ giao hàng chậm không ưng lắm
"Shop ạ kb shop vội nên vớ đại hay gì nhưng viên bạc này kb làm 3mm nhé, viên bên cạnh to hơn mới là 3mm ạ. T từng mua viên 3mm bên shop r nên biết nhé. Thời gian chuận bị hàng chậm hơn so vs dự kiến. Xin phép trừ sao ạ :)","shop ạ kb shop vội nên vớ_đại hay gì nhưng viên bạc này kb làm 3 mm nhé , viên bên cạnh to hơn mới là 3 mm ạ . t từng mua_viên 3 mm bên shop rồi nên biết nhé . thời_gian chuận bị hàng chậm hơn so với dự_kiến . xin phép_trừ sao ạ",3,tiêu cực,"shop ạ kb shop vội nên vớ_đại hay gì nhưng viên bạc này kb làm 3 mm nhé , viên bên cạnh to hơn mới là 3 mm ạ . t từng mua_viên 3 mm bên shop rồi nên biết nhé . thời_gian chuận bị hàng chậm hơn so với dự_kiến . xin phép_trừ sao ạ","shop ạ k@@ b shop vội nên vớ@@ _@@ đại hay gì nhưng viên bạc này k@@ b làm 3 mm nhé , viên bên cạnh to hơn mới là 3 mm ạ . t từng mua_@@ viên 3 mm bên shop rồi nên biết nhé . thời_gian chu@@ ận bị hàng chậm hơn so với dự_kiến . xin phé@@ p_tr@@ ừ sao ạ"
Chất liệu:bạc Đúng với mô tả:sai mẫu Shop Giao sai mẫu,chất_lượng liệu bạc đúng với mô_tả sai mẫu shop giao sai mẫu,3,tiêu cực,chất_lượng_liệu bạc đúng với mô_tả sai mẫu shop giao sai mẫu,chất_lượng liệu bạc đúng với mô_tả sai mẫu shop giao sai mẫu
Mai Cho t kh and I’m going in a few more days and I have to go to the doctor,mai cho t không and i mình going in a few more_days and i have to go to the doctor,3,trung lập,mai cho t không and i mình going in a few more_days_and i have to go to the doctor,mai cho t không and i mình go@@ ing in a f@@ ew mor@@ e@@ _d@@ ays and i have to go to the doc@@ tor
Màu sắc:vàng đỏ Chất liệu:khb giao sai vòng :))) chờ đợi lâu ghê xong nhận sai mẹ vòng nó chả đáng để hoàn,màu_sắc vàng đỏ chất_lượng liệu khb giao sai_vòng chờ_đợi lâu ghê xong nhận sai mẹ vòng nó chả_đáng để hoàn,3,tiêu cực,màu_sắc vàng đỏ chất_lượng_liệu khb giao sai_vòng chờ_đợi lâu ghê xong nhận sai mẹ vòng nó chả_đáng để hoàn,màu_sắc vàng đỏ chất_lượng liệu kh@@ b giao sai_@@ vòng chờ_đợi lâu ghê xong nhận sai mẹ vòng nó chả_@@ đáng để hoàn
"Có mấy món mà cũng để lỗi, làm sao người ta đặt đơn sau để bù, chán chẳng muốn đánh giá luôn.","có mấy món mà cũng để lỗi , làm_sao người ta đặt đơn sau để bù , chán chẳng muốn đánh_giá luôn .",3,tiêu cực,"có mấy món mà cũng để lỗi , làm_sao người ta đặt đơn sau để bù , chán chẳng muốn đánh_giá luôn .","có mấy món mà cũng để lỗi , làm_sao người ta đặt đơn sau để bù , chán chẳng muốn đánh_giá luôn ."
"Hơi buồn vì nó quá nhỏ, cái hạt ở nhà m mua cỡ lại lớn hơn nên cuối cùng mua rồi k dùng, nhìn hình dễ nhầm lẫn quá","hơi buồn vì nó quá nhỏ , cái hạt ở nhà mình mua cỡ lại lớn hơn nên cuối_cùng mua rồi không dùng , nhìn hình dễ nhầm_lẫn quá",3,trung lập,"hơi buồn vì nó quá nhỏ , cái hạt ở nhà mình mua cỡ lại lớn hơn nên cuối_cùng mua rồi không dùng , nhìn hình dễ nhầm_lẫn quá","hơi buồn vì nó quá nhỏ , cái hạt ở nhà mình mua cỡ lại lớn hơn nên cuối_cùng mua rồi không dùng , nhìn hình dễ nhầm_lẫn quá"
"Giao hàng nhanh, nhưng mà thất vọng vì bi quá nhỏ ạ, em xem bình luận thấy nó to lắm mà:((.","giao hàng nhanh , nhưng_mà thất_vọng vì bi quá nhỏ ạ , em xem bình_luận thấy nó to lắm mà .",3,tích cực,"giao hàng nhanh , nhưng_mà_thất_vọng vì bi quá nhỏ ạ , em xem bình_luận thấy nó to lắm mà .","giao hàng nhanh , nhưng_mà thất_vọng vì bi quá nhỏ ạ , em xem bình_luận thấy nó to lắm mà ."
Màu sắc:đen Đúng với mô tả:không nó bị mơg mơg k rõ để ngày.r mà k lên đc rõ như huingws. dẫn làm đúng mà k thành hinhg nham nham dơ dơ Chất liệu:đêut,màu_sắc đen đúng với mô_tả không nó bị mơg mơg không rõ để ngày . rồi mà không lên được rõ như huingws . dẫn làm đúng mà không thành hinhg nham nham dơ_dơ chất_lượng liệu đêut,1,tiêu cực,màu_sắc đen đúng với mô_tả không nó bị mơg mơg không rõ để ngày . rồi mà không lên được rõ như huingws . dẫn làm đúng mà không thành hinhg nham nham dơ_dơ chất_lượng_liệu đêut,màu_sắc đen đúng với mô_tả không nó bị mơ@@ g mơ@@ g không rõ để ngày . rồi mà không lên được rõ như hu@@ ing@@ ws . dẫn làm đúng mà không thành hi@@ nh@@ g nham nham d@@ ơ@@ _d@@ ơ chất_lượng liệu đê@@ ut
ê ý là hình xăm tạm thời là chỉ dc mấy tiếng z thôi hả????,ê_ý là hình_xăm tạm_thời là chỉ được mấy tiếng vậy thôi hả ?,1,tiêu cực,ê_ý là hình_xăm tạm_thời là chỉ được mấy tiếng vậy thôi hả ?,ê_@@ ý là hình_@@ xăm tạm_thời là chỉ được mấy tiếng vậy thôi hả ?
"trong hình màu đen , giao về mau xanh , giao hàng lâu","trong hình màu đen , giao về mau_xanh , giao hàng lâu",1,tiêu cực,"trong hình màu đen , giao về mau_xanh , giao hàng lâu","trong hình màu đen , giao về ma@@ u_@@ xanh , giao hàng lâu"
quá tệ gửi sai sản phẩm,quá tệ gửi sai sản_phẩm,1,tiêu cực,quá tệ gửi sai sản_phẩm,quá tệ gửi sai sản_phẩm
Chất liệu:kĩ thuật Đúng với mô tả:ko rao Màu sắc:ko Che,chất_lượng_liệu kĩ_thuật đúng với mô_tả không rao màu_sắc không che,1,tiêu cực,chất_lượng_liệu kĩ_thuật đúng với mô_tả không rao màu_sắc không che,chất_@@ lượng_@@ liệu kĩ_thuật đúng với mô_tả không rao màu_sắc không che
Shipper ko giáo cho đúng chủ nhân,shipper không_giáo cho đúng chủ_nhân,1,tiêu cực,shipper không_giáo cho đúng chủ_nhân,shipper không_@@ giáo cho đúng chủ_nhân
Shop gủi hàng ko đúng với người đặt.......................................,shop gủi hàng_không đúng với người đặt .,1,tiêu cực,shop gủi hàng_không đúng với người đặt .,shop g@@ ủi hàng_không đúng với người đặt .
Màu sắc:nhạt Đúng với mô tả:không đúng Chất liệu:hình thì đẹp .lúc nhận về thì hình lợt.dán lên kh thấy j hết,màu_sắc nhạt đúng với mô_tả không đúng chất_lượng liệu_hình thì đẹp . lúc nhận về thì hình_lợt . dán lên không thấy j hết,1,tiêu cực,màu_sắc nhạt đúng với mô_tả không đúng chất_lượng_liệu_hình thì đẹp . lúc nhận về thì hình_lợt . dán lên không thấy j hết,màu_sắc nhạt đúng với mô_tả không đúng chất_lượng liệu_@@ hình thì đẹp . lúc nhận về thì hình_@@ lợ@@ t . dán lên không thấy j hết
"Giao hàng thiếu đặt 2 giao 1, hình lên ok nhưng thái độ phục vụ của shop chán .ko nên mua","giao hàng thiếu đặt 2 giao 1 , hình lên ok nhưng thái_độ phục_vụ của shop chán . không nên mua",1,tiêu cực,"giao hàng thiếu đặt 2 giao 1 , hình lên ok nhưng thái_độ_phục_vụ của shop chán . không nên mua","giao hàng thiếu đặt 2 giao 1 , hình lên ok nhưng thái_độ phục_vụ của shop chán . không nên mua"
Hàng tốt lên mua nha🤬,hàng tốt lên mua nha,1,tích cực,hàng tốt lên mua nha,hàng tốt lên mua nha
Màu sắc:ko giống mẫu tôi đặt Chất liệu:ko bt Đúng với mô tả:ko giống chút nào,màu_sắc không giống mẫu tôi đặt chất_lượng liệu không biết đúng với mô_tả không giống chút nào,1,tiêu cực,màu_sắc không giống mẫu tôi đặt chất_lượng_liệu không biết đúng với mô_tả không giống chút nào,màu_sắc không giống mẫu tôi đặt chất_lượng liệu không biết đúng với mô_tả không giống chút nào
có hình lên màu hình ko hình mờ lên màu đậm chì vài đốm nhỏ.,có hình lên màu hình không hình_mờ lên màu đậm chì vài đốm nhỏ .,1,tiêu cực,có hình lên màu hình không hình_mờ lên màu đậm chì vài đốm nhỏ .,có hình lên màu hình không hình_@@ mờ lên màu đậm chì vài đốm nhỏ .
Đúng với mô tả:nh ccc Màu sắc:nhul,đúng với mô_tả nh c màu_sắc nhul,1,tiêu cực,đúng với mô_tả nh c màu_sắc nhul,đúng với mô_tả nh c màu_sắc nhu@@ l
"Chất liệu:giấy Màu sắc:đen Đúng với mô tả:đúng Sản phẩm đúng như quảng cáo nhưng nó đã bị bỏ lâu lắm rồi chắc là vài tháng tôi có vài hình xăm cũ cũng bỏ vài tháng nó cũng màu tương tự, tôi ko nhìn màu đánh giá nhưng khi xăm lên nó ko lên hình tôi đã mua ở đây 2 lần và lần này là thứ 3 rồi,hình ảnh mang tính chất nhận xu","chất_lượng liệu giấy màu_sắc đen đúng với mô_tả đúng sản_phẩm đúng như quảng_cáo nhưng nó đã bị bỏ lâu lắm rồi chắc là vài tháng tôi có vài hình_xăm cũ cũng bỏ vài tháng nó cũng màu tương_tự , tôi không nhìn màu đánh_giá nhưng khi xăm lên nó không lên hình tôi đã mua ở đây 2 lần và lần này là thứ 3 rồi , hình_ảnh mang tính_chất_lượng nhận xu",1,tiêu cực,"chất_lượng_liệu giấy màu_sắc đen đúng với mô_tả đúng sản_phẩm đúng như quảng_cáo nhưng nó đã bị bỏ lâu lắm rồi chắc là vài tháng tôi có vài hình_xăm cũ cũng bỏ vài tháng nó cũng màu tương_tự , tôi không nhìn màu đánh_giá nhưng khi xăm lên nó không lên hình tôi đã mua ở đây 2 lần và lần này là thứ 3 rồi , hình_ảnh mang tính_chất_lượng nhận xu","chất_lượng liệu giấy màu_sắc đen đúng với mô_tả đúng sản_phẩm đúng như quảng_cáo nhưng nó đã bị bỏ lâu lắm rồi chắc là vài tháng tôi có vài hình_@@ xăm cũ cũng bỏ vài tháng nó cũng màu tương_tự , tôi không nhìn màu đánh_giá nhưng khi xăm lên nó không lên hình tôi đã mua ở đây 2 lần và lần này là thứ 3 rồi , hình_ảnh mang tính_@@ chất_lượng nhận xu"
Chất liệu:.... Đúng với mô tả:đúng Màu sắc:đen Vl shipper chê khách 1 sao,chất_lượng liệu . đúng với mô_tả đúng màu_sắc đen vl shipper chê khách 1 sao,1,tiêu cực,chất_lượng_liệu . đúng với mô_tả đúng màu_sắc đen vl shipper chê khách 1 sao,chất_lượng liệu . đúng với mô_tả đúng màu_sắc đen v@@ l shipper chê khách 1 sao
Đúng với mô tả:đúng Xăm gì mà để nguyên ngày r k lên màu vẫn y nguyên tệ thật mặc dù k có chút động chạm nào rất thất vọng,đúng với mô_tả đúng xăm gì mà để nguyên ngày rồi không lên màu vẫn y_nguyên_tệ thật mặc_dù không có chút_động chạm nào rất thất_vọng,1,tiêu cực,đúng với mô_tả đúng xăm gì mà để nguyên ngày rồi không lên màu vẫn y_nguyên_tệ thật mặc_dù không có chút_động_chạm nào rất thất_vọng,đúng với mô_tả đúng xăm gì mà để nguyên ngày rồi không lên màu vẫn y_@@ nguyên_t@@ ệ thật mặc_dù không có chút_@@ động chạm nào rất thất_vọng
Bỏ tiền mua nước xoá hình xăm cuối cùng chả xoá đc gì!!! Chê!,bỏ tiền mua nước xóa hình_xăm cuối_cùng chả xóa được gì !_chê !,1,tiêu cực,bỏ tiền mua nước xóa hình_xăm cuối_cùng chả xóa được gì !__chê !,bỏ tiền mua nước xó@@ a hình_@@ xăm cuối_cùng chả xó@@ a được gì !@@ _ch@@ ê !
